match_id,MAX(points.SetWinner),MEAN(points.Rally),STD(points.Rally),SUM(points.P1Ace),SUM(points.P1BreakPoint),SUM(points.P1BreakPointMissed),SUM(points.P1BreakPointWon),SUM(points.P1DoubleFault),MEAN(points.P1FirstSrvIn),SUM(points.P1ForcedError),MAX(points.P1GamesWon),MAX(points.P1Momentum),SUM(points.P1NetPoint),SUM(points.P1NetPointWon),MAX(points.P1PointsWon),SUM(points.P1UnfErr),SUM(points.P1Winner),SUM(points.P2Ace),SUM(points.P2BreakPoint),SUM(points.P2BreakPointMissed),SUM(points.P2BreakPointWon),SUM(points.P2DoubleFault),MEAN(points.P2FirstSrvIn),SUM(points.P2ForcedError),MAX(points.P2GamesWon),MAX(points.P2Momentum),SUM(points.P2NetPoint),SUM(points.P2NetPointWon),MAX(points.P2PointsWon),SUM(points.P2UnfErr),SUM(points.P2Winner),P1_1st_serve_percentage,P1_2nd_serve_percentage,P2_1st_serve_percentage,P2_2nd_serve_percentage,Wimbledon,French_Open,US_Open,Aus_Open
2011-ausopen-2407,2,3.8055555555555554,3.755330067033132,1.0,4,4,0,2.0,0.25,17.0,3.0,34,11,8,32.0,18.0,13.0,0.0,7,6,1,1.0,0.3194444444444444,15.0,6.0,60,4,2,39.0,4.0,4.0,0.7222222222222222,0.47368421052631576,0.8695652173913043,0.25,0,0,0,1
2011-usopen-1204,1,3.4423076923076925,3.1772071935156987,7.0,1,0,1,0.0,0.2692307692307692,5.0,6.0,78,10,6,29.0,7.0,15.0,3.0,0,0,0,0.0,0.2692307692307692,9.0,4.0,38,7,5,22.0,5.0,10.0,0.9285714285714286,0.7777777777777778,0.7142857142857143,0.6428571428571429,0,0,1,0
2011-usopen-2120,2,3.425,2.5001282018410627,0.0,0,0,0,0.0,0.25,13.0,1.0,14,0,0,13.0,1.0,3.0,2.0,4,2,2,0.0,0.325,4.0,6.0,71,2,1,26.0,6.0,12.0,0.5,0.4444444444444444,0.8461538461538461,0.7142857142857143,0,0,1,0
2011-ausopen-1156,1,5.471264367816092,5.713792127458664,6.0,1,0,1,2.0,0.3793103448275862,15.0,7.0,63,15,6,42.0,19.0,16.0,2.0,9,8,1,2.0,0.22988505747126436,16.0,6.0,62,10,5,44.0,10.0,10.0,0.6666666666666666,0.6,0.75,0.7142857142857143,0,0,0,1
2011-ausopen-2307,1,4.087719298245614,3.5166984402702908,0.0,5,2,3,0.0,0.40350877192982454,5.0,6.0,46,5,3,34.0,15.0,8.0,0.0,2,1,1,1.0,0.2807017543859649,12.0,2.0,14,4,3,22.0,14.0,2.0,0.5652173913043478,0.8333333333333334,0.5,0.3,0,0,0,1
2011-ausopen-2219,2,3.789473684210526,3.480673457723124,1.0,4,3,1,3.0,0.2631578947368421,9.0,4.0,28,8,3,36.0,24.0,12.0,2.0,8,6,2,7.0,0.18421052631578946,6.0,6.0,27,2,2,39.0,18.0,6.0,0.55,0.6875,0.7857142857142857,0.7333333333333333,0,0,0,1
2011-wimbledon-1312,2,2.8615384615384616,2.3971136489857647,2.0,3,2,1,0.0,0.24615384615384617,14.0,4.0,47,5,4,29.0,5.0,8.0,9.0,3,1,2,0.0,0.38461538461538464,16.0,6.0,90,3,3,35.0,5.0,16.0,0.625,0.5384615384615384,0.76,0.4,1,0,0,0
2011-usopen-2408,2,3.3777777777777778,4.091503884930825,0.0,3,2,1,2.0,0.2222222222222222,10.0,2.0,24,7,2,16.0,11.0,4.0,1.0,4,1,3,3.0,0.35555555555555557,8.0,6.0,51,6,6,28.0,4.0,7.0,0.5,0.3,0.8125,0.3333333333333333,0,0,1,0
2011-wimbledon-1205,1,4.076086956521739,3.92297738367111,4.0,3,2,1,1.0,0.2391304347826087,20.0,7.0,81,16,12,47.0,9.0,14.0,7.0,1,0,1,2.0,0.3804347826086957,22.0,6.0,77,8,5,44.0,11.0,15.0,0.8181818181818182,0.625,0.8,0.3333333333333333,1,0,0,0
2011-ausopen-2126,1,5.0588235294117645,4.730377425558694,0.0,4,1,3,0.0,0.23529411764705882,6.0,6.0,48,3,1,32.0,7.0,4.0,0.0,1,0,1,1.0,0.45098039215686275,6.0,3.0,25,4,3,18.0,22.0,5.0,0.8333333333333334,0.625,0.43478260869565216,0.5,0,0,0,1
2011-frenchopen-1230,2,3.0,2.818855431898902,1.0,0,0,0,0.0,0.21052631578947367,10.0,1.0,11,2,1,12.0,10.0,1.0,3.0,2,0,2,1.0,0.34210526315789475,4.0,6.0,50,1,0,25.0,7.0,5.0,0.625,0.3333333333333333,0.9230769230769231,0.6666666666666666,0,1,0,0
2011-usopen-1408,2,3.63953488372093,3.202619481897223,8.0,1,0,1,1.0,0.3488372093023256,8.0,6.0,69,27,16,39.0,18.0,19.0,3.0,3,2,1,3.0,0.27906976744186046,15.0,7.0,92,6,6,46.0,5.0,20.0,0.6666666666666666,0.5,0.875,0.5714285714285714,0,0,1,0
2011-frenchopen-1147,2,3.5686274509803924,3.8846101578448486,0.0,2,2,0,2.0,0.17647058823529413,9.0,2.0,23,8,4,20.0,10.0,6.0,2.0,2,0,2,0.0,0.49019607843137253,8.0,6.0,66,4,4,30.0,6.0,11.0,0.7777777777777778,0.4166666666666667,0.72,0.5,0,1,0,0
2011-ausopen-1112,2,4.411764705882353,3.9251826484291668,2.0,0,0,0,1.0,0.29411764705882354,11.0,3.0,33,9,4,20.0,2.0,7.0,6.0,3,2,1,0.0,0.35294117647058826,6.0,6.0,78,23,17,30.0,7.0,17.0,0.8,0.3333333333333333,0.9444444444444444,0.42857142857142855,0,0,0,1
2011-usopen-2215,2,5.238636363636363,4.936363588254424,2.0,6,4,2,5.0,0.42045454545454547,12.0,4.0,30,4,4,41.0,20.0,10.0,0.0,12,9,3,3.0,0.20454545454545456,11.0,6.0,57,8,6,46.0,20.0,14.0,0.5945945945945946,0.14285714285714285,0.6666666666666666,0.47058823529411764,0,0,1,0
2011-frenchopen-1306,2,4.245901639344262,5.0387026693548735,4.0,1,0,1,1.0,0.26229508196721313,9.0,4.0,44,5,4,28.0,15.0,16.0,2.0,3,1,2,2.0,0.29508196721311475,6.0,6.0,56,16,6,32.0,6.0,8.0,0.6875,0.5,0.7222222222222222,0.7142857142857143,0,1,0,0
2011-frenchopen-2137,1,4.165137614678899,3.9663252921916836,0.0,7,3,4,3.0,0.24770642201834864,12.0,7.0,70,8,5,55.0,23.0,14.0,1.0,7,3,4,1.0,0.41284403669724773,25.0,6.0,60,8,5,53.0,16.0,18.0,0.6296296296296297,0.3888888888888889,0.5333333333333333,0.35714285714285715,0,1,0,0
2011-ausopen-2214,2,5.655172413793103,4.867613870831294,1.0,2,0,2,2.0,0.3563218390804598,12.0,6.0,45,18,12,41.0,24.0,10.0,2.0,7,5,2,0.0,0.2988505747126437,19.0,7.0,58,12,9,45.0,12.0,9.0,0.6451612903225806,0.375,0.6153846153846154,0.5454545454545454,0,0,0,1
2011-ausopen-2109,2,4.118421052631579,4.207824791229336,1.0,5,2,3,3.0,0.3026315789473684,9.0,5.0,54,4,2,37.0,17.0,10.0,1.0,6,2,4,5.0,0.2236842105263158,12.0,7.0,38,7,5,38.0,15.0,12.0,0.5652173913043478,0.46153846153846156,0.47058823529411764,0.7142857142857143,0,0,0,1
2011-ausopen-1303,2,3.196078431372549,3.0985132424641164,1.0,0,0,0,0.0,0.3137254901960784,5.0,4.0,29,2,1,22.0,9.0,4.0,7.0,1,0,1,0.0,0.3137254901960784,4.0,6.0,53,3,0,28.0,14.0,14.0,0.6875,0.6666666666666666,0.8125,0.7777777777777778,0,0,0,1
2011-ausopen-1153,1,4.032608695652174,3.38857513884109,2.0,2,1,1,2.0,0.22826086956521738,13.0,7.0,55,7,4,48.0,18.0,13.0,3.0,1,0,1,1.0,0.29347826086956524,11.0,6.0,45,14,8,43.0,24.0,12.0,0.8095238095238095,0.5789473684210527,0.5925925925925926,0.6190476190476191,0,0,0,1
2011-ausopen-2133,1,3.8181818181818183,3.5716762221596743,2.0,7,4,3,1.0,0.25,1.0,6.0,54,2,1,28.0,7.0,3.0,1.0,0,0,0,1.0,0.36363636363636365,11.0,0.0,11,2,1,15.0,14.0,7.0,0.8181818181818182,0.6,0.4375,0.3333333333333333,0,0,0,1
2011-wimbledon-2601,1,2.7704918032786887,2.512591242939918,1.0,2,0,2,6.0,0.22950819672131148,11.0,6.0,56,1,0,30.0,10.0,5.0,0.0,2,1,1,1.0,0.21311475409836064,20.0,4.0,37,5,4,30.0,5.0,9.0,0.7142857142857143,0.6923076923076923,0.7692307692307693,0.46153846153846156,1,0,0,0
2011-ausopen-1228,2,7.043478260869565,6.0010655490325355,0.0,1,0,1,0.0,0.391304347826087,12.0,4.0,30,17,10,31.0,13.0,10.0,3.0,6,4,2,1.0,0.2318840579710145,9.0,6.0,72,15,11,37.0,12.0,12.0,0.5925925925925926,0.4375,0.75,0.625,0,0,0,1
2011-usopen-1216,2,4.741379310344827,4.61333058827973,1.0,1,1,0,2.0,0.1724137931034483,21.0,2.0,25,2,2,24.0,5.0,6.0,2.0,5,3,2,1.0,0.20689655172413793,7.0,6.0,60,8,6,33.0,11.0,7.0,0.5,0.5625,0.75,0.625,0,0,1,0
2011-ausopen-2401,1,4.725806451612903,4.274090277430957,0.0,5,3,2,3.0,0.3709677419354839,10.0,6.0,51,6,5,35.0,6.0,7.0,1.0,3,2,1,3.0,0.3064516129032258,8.0,3.0,30,6,3,26.0,20.0,10.0,0.7391304347826086,0.6,0.631578947368421,0.375,0,0,0,1
2011-wimbledon-1501,1,4.346938775510204,4.399578674942273,0.0,4,1,3,0.0,0.24489795918367346,9.0,6.0,68,6,5,29.0,1.0,6.0,5.0,1,0,1,0.0,0.22448979591836735,18.0,3.0,35,9,5,19.0,5.0,9.0,0.75,0.625,0.8181818181818182,0.23529411764705882,1,0,0,0
2011-frenchopen-2149,1,2.30188679245283,2.2751576924246653,0.0,4,2,2,2.0,0.18867924528301888,8.0,6.0,57,1,1,32.0,7.0,4.0,3.0,0,0,0,3.0,0.32075471698113206,17.0,3.0,23,2,2,20.0,11.0,5.0,1.0,0.8571428571428571,0.5882352941176471,0.5384615384615384,0,1,0,0
2011-usopen-1125,1,4.035714285714286,3.912517374759147,3.0,2,1,1,2.0,0.32142857142857145,13.0,6.0,51,5,3,29.0,10.0,9.0,0.0,2,2,0,1.0,0.25,16.0,4.0,28,3,2,26.0,4.0,3.0,0.7222222222222222,0.8181818181818182,0.7857142857142857,0.6666666666666666,0,0,1,0
2011-ausopen-1108,2,4.660714285714286,4.260929415106459,0.0,1,1,0,0.0,0.375,11.0,3.0,25,4,4,23.0,11.0,7.0,3.0,4,2,2,0.0,0.30357142857142855,5.0,6.0,59,4,3,32.0,11.0,10.0,0.6190476190476191,0.4,0.7647058823529411,0.7142857142857143,0,0,0,1
2011-ausopen-1226,1,4.974683544303797,4.206145331823193,2.0,6,3,3,1.0,0.35443037974683544,12.0,6.0,64,11,6,41.0,13.0,13.0,1.0,7,5,2,1.0,0.3670886075949367,17.0,4.0,56,14,7,37.0,11.0,12.0,0.6071428571428571,0.42857142857142855,0.5517241379310345,0.2,0,0,0,1
2011-frenchopen-2130,2,3.888888888888889,4.334432095130986,0.0,0,0,0,2.0,0.08333333333333333,6.0,0.0,6,2,1,10.0,6.0,1.0,2.0,5,2,3,0.0,0.3055555555555556,2.0,6.0,65,2,1,25.0,7.0,13.0,0.3333333333333333,0.35714285714285715,0.7272727272727273,0.8,0,1,0,0
2011-frenchopen-1140,1,4.67741935483871,4.840993643933326,1.0,3,2,1,3.0,0.25806451612903225,8.0,6.0,45,8,5,31.0,16.0,11.0,1.0,2,2,0,0.0,0.1774193548387097,11.0,4.0,38,3,0,30.0,9.0,6.0,0.8125,0.6470588235294118,0.7272727272727273,0.7142857142857143,0,1,0,0
2011-ausopen-1216,2,4.590909090909091,5.257633130133581,1.0,0,0,0,0.0,0.2727272727272727,9.0,1.0,17,6,2,16.0,8.0,6.0,8.0,2,0,2,0.0,0.4318181818181818,5.0,6.0,68,3,3,27.0,5.0,10.0,0.4166666666666667,0.3333333333333333,0.7894736842105263,0.3333333333333333,0,0,0,1
2011-ausopen-2105,1,4.181818181818182,3.6772116504065306,3.0,3,2,1,3.0,0.41818181818181815,8.0,6.0,48,2,0,30.0,7.0,7.0,3.0,0,0,0,0.0,0.2727272727272727,9.0,3.0,24,3,3,24.0,14.0,9.0,0.8695652173913043,0.25,0.6,0.6666666666666666,0,0,0,1
2011-wimbledon-2401,1,3.125,3.056623744910177,4.0,3,1,2,2.0,0.475,6.0,6.0,60,5,4,26.0,5.0,10.0,0.0,2,2,0,4.0,0.15,11.0,1.0,14,1,0,13.0,5.0,2.0,0.7894736842105263,0.6666666666666666,0.5,0.6,1,0,0,0
2011-wimbledon-2315,2,2.4047619047619047,2.2638142194042277,1.0,2,2,0,5.0,0.23809523809523808,10.0,0.0,7,8,3,13.0,10.0,6.0,2.0,6,3,3,2.0,0.2857142857142857,3.0,6.0,62,9,6,28.0,4.0,8.0,0.4,0.5,0.8333333333333334,0.6666666666666666,1,0,0,0
2011-ausopen-2156,2,4.276595744680851,3.411630540038096,0.0,2,2,0,3.0,0.23404255319148937,4.0,1.0,19,0,0,16.0,13.0,4.0,0.0,5,2,3,1.0,0.2553191489361702,4.0,6.0,61,7,6,30.0,8.0,13.0,0.6363636363636364,0.1111111111111111,0.5833333333333334,0.8,0,0,0,1
2011-usopen-2148,1,3.8958333333333335,3.7087566496771966,0.0,2,0,2,1.0,0.4166666666666667,5.0,6.0,41,1,0,27.0,7.0,5.0,0.0,1,0,1,3.0,0.2708333333333333,8.0,3.0,22,3,3,20.0,14.0,8.0,0.6,0.8333333333333334,0.5384615384615384,0.75,0,0,1,0
2011-ausopen-1314,1,6.468085106382978,6.995700872847299,5.0,1,0,1,1.0,0.30851063829787234,16.0,7.0,83,24,13,48.0,15.0,23.0,1.0,4,3,1,3.0,0.2553191489361702,15.0,6.0,73,16,11,45.0,10.0,14.0,0.7241379310344828,0.5789473684210527,0.75,0.5882352941176471,0,0,0,1
2011-ausopen-1224,2,4.948717948717949,4.65399545118747,5.0,1,1,0,3.0,0.2564102564102564,18.0,5.0,45,8,3,37.0,12.0,9.0,0.0,4,3,1,0.0,0.2564102564102564,13.0,7.0,54,11,8,40.0,15.0,10.0,0.85,0.5789473684210527,0.7,0.8,0,0,0,1
2011-ausopen-1218,2,4.30188679245283,3.8259483774533067,1.0,1,0,1,0.0,0.2641509433962264,4.0,3.0,30,5,1,19.0,19.0,12.0,2.0,2,1,1,1.0,0.3584905660377358,1.0,6.0,59,5,3,33.0,6.0,10.0,0.35714285714285715,0.5384615384615384,0.6842105263157895,1.0,0,0,0,1
2011-frenchopen-1502,1,6.516129032258065,6.163731406602247,3.0,3,1,2,1.0,0.3225806451612903,14.0,7.0,79,15,13,49.0,21.0,23.0,1.0,9,7,2,1.0,0.3118279569892473,14.0,6.0,52,18,7,43.0,12.0,8.0,0.6333333333333333,0.55,0.6206896551724138,0.36363636363636365,0,1,0,0
2011-wimbledon-2111,1,3.641509433962264,3.5414813264347744,0.0,10,7,3,1.0,0.24528301886792453,11.0,6.0,55,4,4,32.0,4.0,4.0,0.0,2,1,1,3.0,0.2641509433962264,16.0,2.0,20,5,2,20.0,12.0,5.0,0.6923076923076923,0.7142857142857143,0.42857142857142855,0.5,1,0,0,0
2011-ausopen-2306,1,4.126984126984127,3.498811150589,0.0,4,2,2,1.0,0.31746031746031744,12.0,6.0,46,6,4,33.0,13.0,13.0,0.0,1,0,1,5.0,0.23809523809523808,9.0,4.0,24,5,4,29.0,11.0,4.0,0.65,0.6,0.6666666666666666,0.6363636363636364,0,0,0,1
2011-ausopen-2144,2,4.113207547169812,3.7655338642772636,1.0,0,0,0,0.0,0.3018867924528302,10.0,3.0,15,6,4,21.0,12.0,7.0,1.0,1,0,1,0.0,0.3584905660377358,8.0,6.0,57,6,3,31.0,6.0,9.0,0.625,0.42857142857142855,0.7894736842105263,0.6,0,0,0,1
2011-wimbledon-1405,2,3.978723404255319,3.6085006021538475,1.0,0,0,0,1.0,0.2978723404255319,14.0,3.0,28,8,5,19.0,4.0,6.0,2.0,4,2,2,0.0,0.2978723404255319,10.0,6.0,71,6,4,27.0,3.0,9.0,0.5714285714285714,0.6363636363636364,1.0,0.3333333333333333,1,0,0,0
2011-ausopen-2225,1,3.8703703703703702,3.3197311569729884,0.0,1,0,1,1.0,0.4444444444444444,8.0,6.0,59,8,7,31.0,9.0,14.0,1.0,1,1,0,0.0,0.25925925925925924,11.0,3.0,31,4,3,22.0,6.0,5.0,0.75,0.8333333333333334,0.8571428571428571,0.25,0,0,0,1
2011-ausopen-1311,1,3.207547169811321,2.8780234307462695,4.0,1,0,1,1.0,0.2641509433962264,4.0,6.0,59,7,4,28.0,9.0,12.0,2.0,2,2,0,0.0,0.22641509433962265,5.0,4.0,40,5,4,24.0,11.0,11.0,0.8571428571428571,0.8181818181818182,0.9166666666666666,0.5714285714285714,0,0,0,1
2011-frenchopen-2232,2,3.7966101694915255,3.4976822918008943,0.0,2,1,1,2.0,0.423728813559322,17.0,3.0,26,2,1,26.0,5.0,2.0,2.0,5,2,3,5.0,0.2033898305084746,6.0,6.0,39,6,5,32.0,18.0,10.0,0.52,0.5,0.9166666666666666,0.5,0,1,0,0
2011-wimbledon-1211,1,3.972972972972973,3.1665481248556806,2.0,4,2,2,1.0,0.2702702702702703,3.0,6.0,63,2,2,25.0,3.0,10.0,1.0,0,0,0,0.0,0.21621621621621623,8.0,1.0,15,4,3,11.0,7.0,5.0,0.9,1.0,0.625,0.4,1,0,0,0
2011-ausopen-1144,2,3.5671641791044775,2.681156922362767,2.0,5,5,0,1.0,0.29850746268656714,9.0,3.0,31,8,5,28.0,11.0,12.0,7.0,4,3,1,0.0,0.3582089552238806,4.0,6.0,79,9,6,38.0,12.0,18.0,0.65,0.5,0.7916666666666666,0.5384615384615384,0,0,0,1
2011-usopen-2225,2,5.758620689655173,5.130767922127229,1.0,4,2,2,2.0,0.3333333333333333,11.0,6.0,39,18,8,40.0,22.0,10.0,1.0,5,3,2,3.0,0.27586206896551724,11.0,7.0,54,9,4,46.0,19.0,13.0,0.5517241379310345,0.5625,0.7083333333333334,0.5833333333333334,0,0,1,0
2011-wimbledon-2304,2,3.4038461538461537,2.809365397496663,0.0,1,0,1,2.0,0.40384615384615385,16.0,2.0,21,2,2,20.0,7.0,8.0,1.0,5,2,3,2.0,0.3076923076923077,6.0,6.0,63,3,2,31.0,6.0,8.0,0.47619047619047616,0.2,0.75,0.4,1,0,0,0
2011-ausopen-2136,1,4.537313432835821,3.7832499985840906,0.0,3,1,2,0.0,0.3283582089552239,9.0,6.0,42,5,2,37.0,13.0,6.0,0.0,3,2,1,4.0,0.3582089552238806,11.0,4.0,29,5,4,29.0,20.0,7.0,0.6818181818181818,0.7142857142857143,0.625,0.5555555555555556,0,0,0,1
2011-frenchopen-1302,1,3.3157894736842106,3.2467450444188937,2.0,3,1,2,1.0,0.3684210526315789,8.0,6.0,60,3,3,34.0,5.0,7.0,0.0,1,0,1,1.0,0.3684210526315789,13.0,3.0,36,3,0,22.0,14.0,9.0,0.8571428571428571,0.3,0.47619047619047616,0.5,0,1,0,0
2011-ausopen-1152,2,5.903225806451613,5.894110022668968,1.0,5,3,2,1.0,0.27956989247311825,16.0,6.0,37,13,7,46.0,23.0,13.0,1.0,10,8,2,1.0,0.3333333333333333,14.0,7.0,53,5,4,46.0,19.0,7.0,0.6153846153846154,0.5416666666666666,0.6451612903225806,0.4444444444444444,0,0,0,1
2011-frenchopen-2315,1,3.5689655172413794,3.038421040580569,2.0,2,0,2,0.0,0.39655172413793105,7.0,6.0,65,1,0,32.0,8.0,11.0,1.0,3,3,0,0.0,0.1896551724137931,13.0,2.0,33,7,6,25.0,8.0,10.0,0.6956521739130435,0.5,0.7272727272727273,0.4,0,1,0,0
2011-frenchopen-1212,2,4.192982456140351,5.533787764049491,0.0,2,1,1,2.0,0.2807017543859649,14.0,2.0,15,3,2,23.0,12.0,5.0,2.0,6,3,3,1.0,0.22807017543859648,9.0,6.0,56,3,3,33.0,9.0,7.0,0.4375,0.5,0.8461538461538461,0.375,0,1,0,0
2011-wimbledon-1314,1,3.9305555555555554,4.084758302670588,7.0,1,0,1,0.0,0.3055555555555556,20.0,7.0,85,11,6,36.0,4.0,13.0,5.0,2,1,1,0.0,0.3333333333333333,21.0,6.0,74,13,7,35.0,2.0,11.0,0.7727272727272727,0.5833333333333334,0.7916666666666666,0.46153846153846156,1,0,0,0
2011-frenchopen-2125,1,2.8125,2.1797545245357433,4.0,3,2,1,3.0,0.3333333333333333,2.0,6.0,37,4,2,27.0,13.0,10.0,0.0,0,0,0,2.0,0.1875,3.0,3.0,15,4,2,20.0,14.0,5.0,0.9375,0.8333333333333334,0.7777777777777778,0.7272727272727273,0,1,0,0
2011-usopen-1401,1,5.02020202020202,4.7272112803833535,1.0,1,0,1,2.0,0.3333333333333333,18.0,7.0,48,11,5,50.0,16.0,4.0,3.0,4,3,1,1.0,0.1717171717171717,26.0,6.0,51,13,8,48.0,20.0,14.0,0.7272727272727273,0.6111111111111112,0.8235294117647058,0.5925925925925926,0,0,1,0
2011-usopen-1201,1,3.323529411764706,2.814686464430475,1.0,4,1,3,0.0,0.29411764705882354,4.0,6.0,67,7,6,25.0,2.0,9.0,1.0,0,0,0,4.0,0.3235294117647059,10.0,0.0,7,4,2,8.0,6.0,2.0,0.7,1.0,0.45454545454545453,0.0,0,0,1,0
2011-wimbledon-2116,2,3.8823529411764706,2.9909667923501218,2.0,0,0,0,0.0,0.39215686274509803,14.0,2.0,22,9,3,18.0,6.0,5.0,1.0,6,4,2,1.0,0.23529411764705882,7.0,6.0,73,6,5,32.0,6.0,12.0,0.6,0.3333333333333333,0.9166666666666666,1.0,1,0,0,0
2011-frenchopen-1159,2,2.6862745098039214,2.9427211629947636,0.0,2,1,1,1.0,0.21568627450980393,12.0,3.0,33,1,0,21.0,5.0,7.0,3.0,2,0,2,0.0,0.47058823529411764,14.0,6.0,71,0,0,29.0,0.0,12.0,0.5454545454545454,0.625,0.75,0.3333333333333333,0,1,0,0
2011-frenchopen-1408,2,3.0,3.0671497204093914,4.0,3,3,0,0.0,0.3090909090909091,9.0,4.0,41,3,3,24.0,6.0,5.0,5.0,2,1,1,0.0,0.34545454545454546,14.0,6.0,68,4,2,30.0,5.0,15.0,0.7647058823529411,0.5555555555555556,0.9473684210526315,0.4444444444444444,0,1,0,0
2011-wimbledon-1311,1,3.0,2.408318915758459,1.0,10,9,1,1.0,0.22535211267605634,13.0,6.0,80,6,2,38.0,3.0,10.0,4.0,0,0,0,2.0,0.43661971830985913,20.0,4.0,49,11,9,32.0,8.0,16.0,0.9375,0.5555555555555556,0.7419354838709677,0.2727272727272727,1,0,0,0
2011-wimbledon-2209,1,3.0377358490566038,3.4970441592807147,1.0,2,1,1,1.0,0.39622641509433965,13.0,6.0,56,4,3,29.0,4.0,6.0,3.0,2,2,0,2.0,0.2830188679245283,20.0,3.0,32,2,1,23.0,3.0,6.0,0.8095238095238095,0.6666666666666666,0.8,0.5714285714285714,1,0,0,0
2011-frenchopen-2132,2,4.122448979591836,4.0857101232080035,0.0,1,0,1,1.0,0.3469387755102041,12.0,2.0,17,6,2,19.0,6.0,3.0,1.0,5,2,3,2.0,0.3877551020408163,7.0,6.0,56,7,5,29.0,9.0,11.0,0.4117647058823529,0.5,0.7368421052631579,0.42857142857142855,0,1,0,0
2011-frenchopen-1210,2,3.7872340425531914,3.4073681718613256,1.0,5,4,1,0.0,0.2765957446808511,18.0,6.0,76,13,10,45.0,14.0,17.0,1.0,3,2,1,1.0,0.3404255319148936,17.0,7.0,78,19,12,48.0,11.0,16.0,0.6538461538461539,0.5294117647058824,0.625,0.6470588235294118,0,1,0,0
2011-ausopen-2402,2,5.287878787878788,4.071534020168476,1.0,3,1,2,2.0,0.3333333333333333,8.0,4.0,29,11,3,30.0,14.0,8.0,0.0,6,3,3,2.0,0.19696969696969696,7.0,6.0,46,13,10,35.0,15.0,13.0,0.5454545454545454,0.5,0.6923076923076923,0.5625,0,0,0,1
2011-frenchopen-1220,2,4.061224489795919,4.422518905486753,1.0,0,0,0,2.0,0.2857142857142857,15.0,3.0,26,4,3,19.0,9.0,7.0,0.0,1,0,1,0.0,0.32653061224489793,7.0,6.0,54,3,3,29.0,5.0,5.0,0.9285714285714286,0.25,0.875,0.75,0,1,0,0
2011-frenchopen-1156,2,3.75,4.533343668781035,1.0,7,6,1,2.0,0.25,17.0,5.0,41,8,5,38.0,15.0,8.0,0.0,5,3,2,2.0,0.30952380952380953,11.0,7.0,59,4,3,45.0,19.0,13.0,0.6666666666666666,0.42857142857142855,0.7307692307692307,0.5,0,1,0,0
2011-usopen-1132,2,5.53030303030303,4.883944487083544,0.0,5,4,1,2.0,0.3181818181818182,9.0,2.0,15,9,2,28.0,18.0,6.0,0.0,3,0,3,2.0,0.25757575757575757,5.0,6.0,54,15,9,37.0,17.0,10.0,0.47619047619047616,0.45454545454545453,0.7647058823529411,0.4166666666666667,0,0,1,0
2011-wimbledon-1164,2,2.6666666666666665,2.128631824982348,7.0,0,0,0,0.0,0.4,14.0,4.0,45,10,5,24.0,9.0,14.0,3.0,3,2,1,0.0,0.3,9.0,6.0,83,5,3,35.0,1.0,12.0,0.75,0.3076923076923077,0.8888888888888888,1.0,1,0,0,0
2011-usopen-2305,2,3.488372093023256,3.4252013706757225,0.0,1,1,0,2.0,0.2558139534883721,7.0,1.0,14,5,3,15.0,7.0,2.0,6.0,4,2,2,2.0,0.3023255813953488,5.0,6.0,60,3,2,27.0,8.0,13.0,0.5454545454545454,0.4,0.7692307692307693,0.7777777777777778,0,0,1,0
2011-ausopen-2223,2,3.802325581395349,2.844270887412968,1.0,8,6,2,4.0,0.27906976744186046,13.0,5.0,41,21,15,38.0,17.0,16.0,1.0,9,6,3,3.0,0.2441860465116279,9.0,7.0,82,13,8,47.0,13.0,17.0,0.625,0.3076923076923077,0.7142857142857143,0.5,0,0,0,1
2011-usopen-2229,1,5.215686274509804,4.734189373019191,2.0,5,3,2,1.0,0.27450980392156865,6.0,6.0,54,4,4,31.0,9.0,7.0,2.0,0,0,0,0.0,0.37254901960784315,9.0,2.0,13,6,3,19.0,15.0,4.0,0.8571428571428571,1.0,0.631578947368421,0.3333333333333333,0,0,1,0
2011-ausopen-2132,2,5.861111111111111,5.550561247183041,1.0,0,0,0,0.0,0.3333333333333333,4.0,0.0,6,3,0,9.0,10.0,2.0,1.0,5,2,3,0.0,0.2222222222222222,1.0,6.0,63,7,7,26.0,6.0,12.0,0.3333333333333333,0.3333333333333333,0.875,0.8333333333333334,0,0,0,1
2011-usopen-2303,1,4.7164179104477615,3.5153601054784573,1.0,7,4,3,0.0,0.40298507462686567,9.0,6.0,58,9,4,36.0,9.0,9.0,2.0,6,4,2,1.0,0.29850746268656714,11.0,4.0,39,8,7,30.0,16.0,12.0,0.5925925925925926,0.42857142857142855,0.45,0.5454545454545454,0,0,1,0
2011-usopen-1227,1,4.172413793103448,3.69512685742154,3.0,2,0,2,0.0,0.27586206896551724,6.0,6.0,74,7,4,33.0,2.0,7.0,3.0,4,4,0,1.0,0.3275862068965517,12.0,3.0,37,12,8,24.0,14.0,16.0,0.8125,0.6,0.631578947368421,0.45454545454545453,0,0,1,0
2011-usopen-1212,1,4.365591397849462,4.200892623149221,2.0,5,4,1,3.0,0.2903225806451613,13.0,7.0,67,14,9,46.0,16.0,12.0,4.0,3,2,1,0.0,0.24731182795698925,22.0,6.0,64,11,7,46.0,12.0,17.0,0.8518518518518519,0.42857142857142855,0.7391304347826086,0.56,0,0,1,0
